Time (s),Position X (m),Position Y (m),Velocity (m/s),Heading,Yawrate,Length (m),Width (m),Vehicle Number,Agent_Type,Vx,Vy,Ax,Ay,V_lon,V_lat,A_lon,A_lat,2_Position X (m),2_Position Y (m),2_Velocity (m/s),2_Heading,2_Yawrate,2_Length (m),2_Width (m),2_Vehicle Number,2_Agent_Type,2_Vx,2_Vy,2_Ax,2_Ay,2_V_lon,2_V_lat,2_A_lon,2_A_lat
466.3,19.954,24.738,3.062,-1.306,-0.1095,1.684,0.881,180,motorcycle,0.804,-2.954,-0.706,0.01,3.057,-0.174,-0.233,-0.666,29.603,20.603,3.955,3.018,-0.2048,4.6,1.699,181,car,-3.935,0.391,1.25,0.888,3.951,-0.173,-1.199,-0.956
466.4,20.04,24.446,3.069,-1.332,-0.0881,1.684,0.881,180,motorcycle,0.749,-2.976,-0.642,-0.077,3.065,-0.152,-0.114,-0.636,29.224,20.668,3.858,2.992,-0.2124,4.6,1.699,181,car,-3.826,0.496,1.187,0.95,3.853,-0.197,-1.109,-1.039
466.5,20.118,24.143,3.08,-1.354,-0.0634,1.684,0.881,180,motorcycle,0.704,-2.998,-0.568,-0.135,3.078,-0.126,-0.022,-0.584,28.852,20.741,3.779,2.97,-0.2183,4.6,1.699,181,car,-3.732,0.594,1.09,0.963,3.774,-0.206,-0.985,-1.07
466.6,20.192,23.843,3.086,-1.365,-0.0362,1.684,0.881,180,motorcycle,0.67,-3.012,-0.478,-0.137,3.085,-0.081,0.017,-0.497,28.491,20.825,3.721,2.952,-0.2233,4.6,1.699,181,car,-3.657,0.687,0.96,0.949,3.714,-0.229,-0.836,-1.06
466.7,20.257,23.544,3.096,-1.364,-0.0073,1.684,0.881,180,motorcycle,0.653,-3.026,-0.362,-0.137,3.095,-0.05,0.052,-0.383,28.133,20.916,3.684,2.932,-0.2276,4.6,1.699,181,car,-3.601,0.777,0.803,0.93,3.675,-0.256,-0.662,-1.035
466.8,20.324,23.249,3.12,-1.362,0.0226,1.684,0.881,180,motorcycle,0.652,-3.052,-0.224,-0.182,3.12,-0.035,0.129,-0.258,27.777,21.013,3.669,2.908,-0.2313,4.6,1.699,181,car,-3.564,0.868,0.634,0.922,3.658,-0.282,-0.477,-1.012
466.9,20.398,22.942,3.159,-1.362,0.0532,1.684,0.881,180,motorcycle,0.667,-3.087,-0.078,-0.25,3.159,-0.012,0.228,-0.13,27.419,21.12,3.668,2.881,-0.2344,4.6,1.699,181,car,-3.54,0.96,0.485,0.923,3.655,-0.3,-0.309,-0.996
467.0,20.474,22.65,3.194,-1.355,0.0839,1.684,0.881,180,motorcycle,0.697,-3.117,0.066,-0.268,3.194,0.031,0.276,0.009,27.061,21.235,3.672,2.853,-0.2366,4.6,1.699,181,car,-3.518,1.052,0.382,0.921,3.659,-0.299,-0.182,-0.981
467.1,20.553,22.342,3.238,-1.338,0.1142,1.684,0.881,180,motorcycle,0.743,-3.152,0.221,-0.298,3.237,0.067,0.337,0.154,26.709,21.364,3.68,2.827,-0.2383,4.6,1.699,181,car,-3.498,1.143,0.31,0.916,3.667,-0.302,-0.09,-0.963
467.2,20.64,22.021,3.292,-1.319,0.1436,1.684,0.881,180,motorcycle,0.805,-3.192,0.376,-0.338,3.291,0.084,0.412,0.292,26.361,21.5,3.689,2.804,-0.2394,4.6,1.699,181,car,-3.477,1.232,0.271,0.904,3.677,-0.295,-0.029,-0.943
467.3,20.742,21.683,3.347,-1.301,0.1722,1.684,0.881,180,motorcycle,0.878,-3.23,0.513,-0.356,3.346,0.1,0.466,0.416,26.022,21.647,3.702,2.781,-0.2404,4.6,1.699,181,car,-3.459,1.321,0.235,0.898,3.69,-0.303,0.025,-0.928
467.4,20.852,21.359,3.388,-1.278,0.2,1.684,0.881,180,motorcycle,0.957,-3.25,0.618,-0.293,3.385,0.126,0.436,0.527,25.684,21.801,3.726,2.756,-0.2411,4.6,1.699,181,car,-3.447,1.413,0.189,0.907,3.713,-0.311,0.093,-0.922
467.5,20.964,21.036,3.411,-1.256,0.2272,1.684,0.881,180,motorcycle,1.038,-3.249,0.692,-0.177,3.408,0.129,0.356,0.619,25.352,21.962,3.755,2.73,-0.2418,4.6,1.699,181,car,-3.439,1.507,0.149,0.921,3.742,-0.305,0.159,-0.919
467.6,21.095,20.708,3.426,-1.238,0.254,1.684,0.881,180,motorcycle,1.123,-3.237,0.753,-0.062,3.423,0.145,0.276,0.704,25.024,22.134,3.794,2.706,-0.2424,4.6,1.699,181,car,-3.438,1.606,0.095,0.946,3.782,-0.306,0.241,-0.92
467.7,21.231,20.386,3.438,-1.217,0.2803,1.684,0.881,180,motorcycle,1.215,-3.216,0.819,0.043,3.434,0.178,0.209,0.793,24.697,22.316,3.845,2.684,-0.2433,4.6,1.699,181,car,-3.444,1.709,0.033,0.978,3.833,-0.3,0.335,-0.92
467.8,21.373,20.067,3.453,-1.189,0.3058,1.684,0.881,180,motorcycle,1.321,-3.191,0.91,0.126,3.446,0.224,0.174,0.902,24.375,22.512,3.913,2.664,-0.2445,4.6,1.699,181,car,-3.463,1.821,-0.054,1.032,3.9,-0.309,0.456,-0.928
467.9,21.521,19.748,3.474,-1.147,0.3294,1.684,0.881,180,motorcycle,1.443,-3.16,1.033,0.196,3.464,0.271,0.171,1.038,24.047,22.721,4.0,2.639,-0.246,4.6,1.699,181,car,-3.495,1.944,-0.156,1.111,3.987,-0.321,0.602,-0.946
468.0,21.675,19.434,3.499,-1.095,0.3504,1.684,0.881,180,motorcycle,1.581,-3.121,1.166,0.27,3.487,0.293,0.188,1.182,23.712,22.941,4.098,2.614,-0.2478,4.6,1.699,181,car,-3.532,2.077,-0.239,1.194,4.085,-0.319,0.738,-0.968
468.1,21.852,19.106,3.53,-1.047,0.3684,1.684,0.881,180,motorcycle,1.729,-3.078,1.286,0.335,3.518,0.283,0.233,1.308,23.373,23.181,4.206,2.589,-0.2496,4.6,1.699,181,car,-3.573,2.219,-0.307,1.28,4.194,-0.324,0.862,-0.995
468.2,22.056,18.778,3.56,-1.007,0.3835,1.684,0.881,180,motorcycle,1.878,-3.024,1.368,0.412,3.55,0.27,0.265,1.404,23.028,23.434,4.319,2.564,-0.2515,4.6,1.699,181,car,-3.613,2.366,-0.342,1.355,4.307,-0.319,0.956,-1.02
468.3,22.267,18.482,3.586,-0.972,0.396,1.684,0.881,180,motorcycle,2.027,-2.958,1.415,0.51,3.574,0.295,0.258,1.482,22.681,23.704,4.436,2.54,-0.2536,4.6,1.699,181,car,-3.651,2.52,-0.356,1.425,4.424,-0.325,1.029,-1.049
468.4,22.489,18.191,3.622,-0.931,0.4055,1.684,0.881,180,motorcycle,2.188,-2.888,1.486,0.584,3.607,0.338,0.287,1.571,22.33,23.987,4.553,2.515,-0.2557,4.6,1.699,181,car,-3.682,2.678,-0.339,1.483,4.542,-0.32,1.073,-1.078
468.5,22.721,17.904,3.674,-0.879,0.4112,1.684,0.881,180,motorcycle,2.364,-2.813,1.592,0.646,3.654,0.385,0.356,1.681,21.979,24.29,4.671,2.491,-0.2578,4.6,1.699,181,car,-3.708,2.84,-0.306,1.538,4.659,-0.328,1.103,-1.115
468.6,22.963,17.624,3.734,-0.818,0.412,1.684,0.881,180,motorcycle,2.551,-2.726,1.7,0.732,3.711,0.409,0.432,1.799,21.625,24.604,4.786,2.466,-0.2597,4.6,1.699,181,car,-3.724,3.006,-0.249,1.585,4.774,-0.328,1.113,-1.156
468.7,23.227,17.353,3.796,-0.751,0.4069,1.684,0.881,180,motorcycle,2.742,-2.625,1.783,0.841,3.774,0.413,0.502,1.906,21.27,24.938,4.901,2.44,-0.2611,4.6,1.699,181,car,-3.731,3.178,-0.179,1.636,4.889,-0.344,1.115,-1.211
468.8,23.516,17.086,3.852,-0.687,0.3957,1.684,0.881,180,motorcycle,2.925,-2.507,1.799,0.972,3.834,0.378,0.542,1.972,20.912,25.282,5.013,2.412,-0.2618,4.6,1.699,181,car,-3.725,3.355,-0.089,1.688,5.001,-0.352,1.108,-1.275
468.9,23.829,16.837,3.895,-0.631,0.3789,1.684,0.881,180,motorcycle,3.087,-2.376,1.73,1.104,3.881,0.329,0.532,1.982,20.557,25.646,5.125,2.381,-0.2611,4.6,1.699,181,car,-3.708,3.539,0.014,1.744,5.112,-0.376,1.098,-1.355
469.0,24.147,16.614,3.925,-0.583,0.3573,1.684,0.881,180,motorcycle,3.225,-2.238,1.592,1.208,3.914,0.301,0.472,1.942,20.201,26.024,5.232,2.346,-0.2586,4.6,1.699,181,car,-3.675,3.724,0.137,1.787,5.218,-0.378,1.075,-1.434
469.1,24.472,16.404,3.946,-0.54,0.3321,1.684,0.881,180,motorcycle,3.34,-2.102,1.418,1.266,3.937,0.272,0.399,1.859,19.845,26.428,5.33,2.311,-0.2542,4.6,1.699,181,car,-3.626,3.907,0.271,1.802,5.318,-0.366,1.036,-1.499
469.2,24.801,16.207,3.96,-0.506,0.3044,1.684,0.881,180,motorcycle,3.433,-1.975,1.229,1.27,3.953,0.24,0.328,1.737,19.498,26.851,5.417,2.277,-0.2478,4.6,1.699,181,car,-3.564,4.08,0.409,1.771,5.406,-0.344,0.969,-1.538
469.3,25.134,16.019,3.977,-0.476,0.2755,1.684,0.881,180,motorcycle,3.514,-1.862,1.067,1.214,3.97,0.224,0.285,1.591,19.161,27.289,5.488,2.245,-0.2397,4.6,1.699,181,car,-3.49,4.236,0.535,1.689,5.479,-0.312,0.877,-1.539
469.4,25.477,15.83,3.995,-0.446,0.2462,1.684,0.881,180,motorcycle,3.583,-1.766,0.922,1.117,3.99,0.199,0.263,1.424,18.836,27.741,5.544,2.22,-0.2307,4.6,1.699,181,car,-3.411,4.371,0.634,1.559,5.538,-0.273,0.766,-1.498
469.5,25.827,15.644,4.003,-0.421,0.2177,1.684,0.881,180,motorcycle,3.631,-1.684,0.75,0.999,4.0,0.156,0.213,1.231,18.522,28.2,5.589,2.202,-0.2214,4.6,1.699,181,car,-3.333,4.487,0.691,1.403,5.584,-0.238,0.654,-1.42
469.6,26.184,15.464,3.996,-0.408,0.1915,1.684,0.881,180,motorcycle,3.653,-1.619,0.542,0.862,3.994,0.1,0.122,1.011,18.22,28.664,5.634,2.189,-0.2126,4.6,1.699,181,car,-3.262,4.593,0.698,1.271,5.629,-0.238,0.576,-1.33
469.7,26.543,15.29,3.98,-0.407,0.169,1.684,0.881,180,motorcycle,3.655,-1.576,0.34,0.695,3.98,0.061,0.025,0.773,17.916,29.136,5.685,2.173,-0.2044,4.6,1.699,181,car,-3.199,4.7,0.671,1.189,5.68,-0.249,0.552,-1.249
469.8,26.895,15.12,3.968,-0.42,0.1506,1.684,0.881,180,motorcycle,3.651,-1.556,0.193,0.505,3.968,0.042,-0.026,0.54,17.612,29.614,5.744,2.155,-0.1969,4.6,1.699,181,car,-3.141,4.809,0.634,1.153,5.738,-0.261,0.565,-1.188
469.9,27.26,14.942,3.986,-0.429,0.1363,1.684,0.881,180,motorcycle,3.669,-1.558,0.186,0.299,3.985,0.077,0.048,0.349,17.31,30.102,5.81,2.133,-0.1896,4.6,1.699,181,car,-3.086,4.923,0.603,1.145,5.804,-0.266,0.598,-1.148
470.0,27.664,14.735,4.032,-0.424,0.1261,1.684,0.881,180,motorcycle,3.712,-1.574,0.283,0.123,4.03,0.114,0.206,0.23,17.01,30.598,5.879,2.109,-0.1825,4.6,1.699,181,car,-3.032,5.037,0.578,1.144,5.874,-0.252,0.634,-1.114
470.1,28.021,14.541,4.066,-0.413,0.1192,1.684,0.881,180,motorcycle,3.746,-1.581,0.304,0.045,4.065,0.095,0.258,0.166,16.714,31.11,5.947,2.091,-0.1757,4.6,1.699,181,car,-2.982,5.146,0.549,1.122,5.944,-0.202,0.66,-1.061
470.2,28.415,14.345,4.103,-0.415,0.115,1.684,0.881,180,motorcycle,3.784,-1.588,0.333,0.002,4.103,0.073,0.303,0.136,16.431,31.641,6.014,2.081,-0.1695,4.6,1.699,181,car,-2.937,5.248,0.508,1.083,6.012,-0.171,0.669,-0.991
470.3,28.772,14.176,4.127,-0.414,0.1127,1.684,0.881,180,motorcycle,3.812,-1.58,0.315,0.031,4.126,0.109,0.275,0.156,16.155,32.181,6.079,2.076,-0.1642,4.6,1.699,181,car,-2.897,5.345,0.468,1.038,6.077,-0.166,0.665,-0.924
470.4,29.152,13.988,4.159,-0.398,0.1109,1.684,0.881,180,motorcycle,3.855,-1.561,0.357,0.094,4.157,0.137,0.288,0.231,15.88,32.731,6.146,2.068,-0.1596,4.6,1.699,181,car,-2.854,5.443,0.451,1.015,6.142,-0.204,0.66,-0.893
470.5,29.524,13.805,4.192,-0.377,0.1083,1.684,0.881,180,motorcycle,3.904,-1.526,0.408,0.19,4.189,0.137,0.3,0.336,15.6,33.286,6.209,2.058,-0.1546,4.6,1.699,181,car,-2.799,5.542,0.491,1.007,6.204,-0.243,0.642,-0.918
470.6,29.911,13.629,4.227,-0.358,0.1037,1.684,0.881,180,motorcycle,3.96,-1.48,0.468,0.297,4.225,0.132,0.32,0.452,15.324,33.854,6.267,2.038,-0.1481,4.6,1.699,181,car,-2.72,5.646,0.606,1.019,6.259,-0.315,0.605,-1.02
470.7,30.302,13.466,4.263,-0.338,0.0964,1.684,0.881,180,motorcycle,4.019,-1.422,0.515,0.408,4.261,0.132,0.332,0.567,15.048,34.428,6.321,2.007,-0.1382,4.6,1.699,181,car,-2.611,5.757,0.793,1.053,6.311,-0.367,0.563,-1.191
470.8,30.699,13.311,4.298,-0.315,0.0857,1.684,0.881,180,motorcycle,4.08,-1.352,0.55,0.517,4.296,0.139,0.338,0.676,14.784,35.011,6.371,1.964,-0.1235,4.6,1.699,181,car,-2.473,5.872,1.022,1.09,6.359,-0.387,0.524,-1.399
470.9,31.101,13.164,4.332,-0.288,0.0714,1.684,0.881,180,motorcycle,4.14,-1.275,0.572,0.616,4.33,0.14,0.341,0.768,14.534,35.612,6.418,1.925,-0.1032,4.6,1.699,181,car,-2.316,5.986,1.235,1.111,6.41,-0.327,0.511,-1.581
471.0,31.512,13.023,4.363,-0.268,0.0537,1.684,0.881,180,motorcycle,4.197,-1.194,0.568,0.692,4.362,0.12,0.335,0.831,14.315,36.239,6.464,1.894,-0.0777,4.6,1.699,181,car,-2.151,6.095,1.392,1.102,6.458,-0.278,0.503,-1.702
471.1,31.926,12.895,4.391,-0.25,0.0334,1.684,0.881,180,motorcycle,4.248,-1.111,0.547,0.746,4.389,0.121,0.317,0.869,14.123,36.866,6.503,1.87,-0.0483,4.6,1.699,181,car,-1.986,6.192,1.491,1.051,6.498,-0.256,0.476,-1.761
471.2,32.351,12.77,4.418,-0.23,0.0227,1.684,0.881,180,motorcycle,4.298,-1.027,0.526,0.783,4.416,0.132,0.304,0.893,13.946,37.492,6.547,1.845,-0.0328,4.6,1.699,181,car,-1.825,6.288,1.538,1.013,6.541,-0.276,0.469,-1.781
